grid_id,y,sample_weight,source
12085,living,1.0,poi_2020
115,living,1.0,poi_2020
11833,living,0.6,poi_2020
7880,living,1.0,poi_2020
14703,living,1.0,poi_2020
9593,living,1.0,poi_2020
4904,production,1.0,poi_2020
19586,production,1.0,poi_2020
13915,production,1.0,poi_2020
16101,production,1.0,poi_2020
17689,production,1.0,poi_2020
8103,production,1.0,poi_2020
8668,production,1.0,poi_2020
18702,production,1.0,poi_2020
13267,production,1.0,poi_2020
12257,production,0.6,poi_2020
9405,living,1.0,poi_2020
11750,production,1.0,poi_2020
11888,production,1.0,poi_2020
9839,production,1.0,poi_2020
13413,living,1.0,poi_2020
15506,production,1.0,poi_2020
4740,production,1.0,poi_2020
5404,production,1.0,poi_2020
8750,living,1.0,poi_2020
15031,living,1.0,poi_2020
16170,production,1.0,poi_2020
2369,living,1.0,poi_2020
19332,living,1.0,poi_2020
329,production,1.0,poi_2020
3255,production,1.0,poi_2020
2517,living,1.0,poi_2020
9980,living,1.0,poi_2020
15489,production,1.0,poi_2020
3346,production,1.0,poi_2020
16040,production,1.0,poi_2020
1014,production,1.0,poi_2020
5468,living,1.0,poi_2020
10075,production,1.0,poi_2020
529,production,1.0,poi_2020
2168,production,1.0,poi_2020
5785,living,1.0,poi_2020
11464,production,1.0,poi_2020
12201,living,1.0,poi_2020
6048,production,1.0,poi_2020
6276,production,1.0,poi_2020
17942,production,1.0,poi_2020
18708,production,1.0,poi_2020
8365,production,1.0,poi_2020
4915,production,1.0,poi_2020
17935,living,1.0,poi_2020
4895,living,1.0,poi_2020
10775,living,1.0,poi_2020
14171,production,1.0,poi_2020
10662,production,1.0,poi_2020
14916,living,1.0,poi_2020
9094,production,1.0,poi_2020
15995,living,1.0,poi_2020
16852,production,1.0,poi_2020
2710,production,0.6,poi_2020
7961,production,1.0,poi_2020
15442,living,1.0,poi_2020
16831,production,1.0,poi_2020
17356,production,0.6,poi_2020
9137,living,0.6,poi_2020
13529,production,1.0,poi_2020
7333,living,0.6,poi_2020
13422,living,1.0,poi_2020
895,living,1.0,poi_2020
2977,production,1.0,poi_2020
7865,production,1.0,poi_2020
7107,production,1.0,poi_2020
12489,living,1.0,poi_2020
15165,production,1.0,poi_2020
13646,living,1.0,poi_2020
14255,living,1.0,poi_2020
17581,production,1.0,poi_2020
7620,living,0.6,poi_2020
15478,living,1.0,poi_2020
10456,living,1.0,poi_2020
13179,living,1.0,poi_2020
11082,production,1.0,poi_2020
3393,living,1.0,poi_2020
8574,production,1.0,poi_2020
10560,living,1.0,poi_2020
5120,living,1.0,poi_2020
12020,living,1.0,poi_2020
12336,living,0.6,poi_2020
14059,living,1.0,poi_2020
1917,production,1.0,poi_2020
17739,living,1.0,poi_2020
7977,production,1.0,poi_2020
12070,production,1.0,poi_2020
12482,production,1.0,poi_2020
5114,production,1.0,poi_2020
3380,production,1.0,poi_2020
659,production,1.0,poi_2020
12791,living,1.0,poi_2020
12784,production,0.6,poi_2020
10933,production,1.0,poi_2020
17286,production,1.0,poi_2020
11872,production,1.0,poi_2020
11712,living,0.6,poi_2020
11,living,1.0,poi_2020
19147,living,0.6,poi_2020
16556,living,1.0,poi_2020
15238,production,1.0,poi_2020
19543,living,0.6,poi_2020
1536,living,1.0,poi_2020
10784,living,1.0,poi_2020
14205,production,0.6,poi_2020
14935,living,0.6,poi_2020
18221,production,1.0,poi_2020
11592,living,1.0,poi_2020
13386,production,0.6,poi_2020
14793,production,1.0,poi_2020
6176,living,0.6,poi_2020
5230,living,1.0,poi_2020
13201,living,0.6,poi_2020
1627,living,0.6,poi_2020
14872,living,0.6,poi_2020
12460,production,1.0,poi_2020
5506,living,1.0,poi_2020
3672,production,1.0,poi_2020
10940,living,0.6,poi_2020
14432,living,0.6,poi_2020
2910,production,0.6,poi_2020
11620,living,0.6,poi_2020
1111,production,0.6,poi_2020
2210,living,1.0,poi_2020
10899,production,0.6,poi_2020
4195,production,0.6,poi_2020
7006,production,1.0,poi_2020
11334,living,1.0,poi_2020
15689,production,1.0,poi_2020
13379,living,1.0,poi_2020
8543,production,1.0,poi_2020
15363,living,1.0,poi_2020
6239,living,0.6,poi_2020
13017,living,1.0,poi_2020
4439,production,0.6,poi_2020
10006,production,0.6,poi_2020
19594,production,0.6,poi_2020
8474,production,1.0,poi_2020
9169,production,0.6,poi_2020
9778,production,0.6,poi_2020
3770,living,0.6,poi_2020
18347,living,1.0,poi_2020
12119,production,1.0,poi_2020
8701,living,1.0,poi_2020
14780,living,0.6,poi_2020
19188,living,0.6,poi_2020
16566,living,0.6,poi_2020
13888,living,1.0,poi_2020
8057,living,1.0,poi_2020
8686,living,0.6,poi_2020
3465,living,1.0,poi_2020
8264,living,1.0,poi_2020
4186,production,1.0,poi_2020
5978,living,0.6,poi_2020
3545,living,1.0,poi_2020
12429,production,0.6,poi_2020
10093,living,1.0,poi_2020
15050,living,0.6,poi_2020
1488,production,1.0,poi_2020
11881,living,0.6,poi_2020
4712,living,0.6,poi_2020
17962,production,0.6,poi_2020
10304,production,0.6,poi_2020
12404,living,0.6,poi_2020
12752,living,1.0,poi_2020
8286,living,0.6,poi_2020
1205,living,1.0,poi_2020
4973,living,0.6,poi_2020
16375,living,0.6,poi_2020
163,living,0.6,poi_2020
13660,living,0.6,poi_2020
6647,living,0.6,poi_2020
10639,living,1.0,poi_2020
6397,living,0.6,poi_2020
9291,living,1.0,poi_2020
10960,production,0.6,poi_2020
8552,living,0.6,poi_2020
3116,living,0.6,poi_2020
10310,living,0.6,poi_2020
19066,living,0.6,poi_2020
7018,living,0.6,poi_2020
11720,living,0.6,poi_2020
18829,living,0.6,poi_2020
17445,living,0.6,poi_2020
17108,living,0.6,poi_2020
12068,living,0.6,poi_2020
1280,living,1.0,poi_2020
547,living,0.6,poi_2020
3516,living,0.6,poi_2020
14337,living,1.0,poi_2020
4612,living,0.6,poi_2020
8123,living,1.0,poi_2020
5641,living,1.0,poi_2020
4817,living,0.6,poi_2020
15936,living,0.6,poi_2020
1669,living,1.0,poi_2020
13372,living,1.0,poi_2020
7552,living,1.0,poi_2020
1180,living,0.6,poi_2020
12490,living,0.6,poi_2020
4139,living,1.0,poi_2020
6901,living,0.6,poi_2020
9482,living,1.0,poi_2020
10912,living,0.6,poi_2020
14437,living,0.6,poi_2020
14188,living,0.6,poi_2020
687,living,0.6,poi_2020
6134,production,1.0,poi_2020
4543,production,1.0,poi_2020
14706,production,1.0,poi_2020
19652,production,1.0,poi_2020
7555,living,1.0,poi_2020
13473,production,1.0,poi_2020
8483,production,1.0,poi_2020
7162,living,1.0,poi_2020
14910,production,1.0,poi_2020
308,production,1.0,poi_2020
15754,production,1.0,poi_2020
6828,production,1.0,poi_2020
6866,production,1.0,poi_2020
9128,production,1.0,poi_2020
19559,living,1.0,poi_2020
9182,living,1.0,poi_2020
16018,living,1.0,poi_2020
3021,production,1.0,poi_2020
2454,production,1.0,poi_2020
7638,production,0.6,poi_2020
10125,production,1.0,poi_2020
11594,production,1.0,poi_2020
14680,living,1.0,poi_2020
3941,production,1.0,poi_2020
11371,living,1.0,poi_2020
12375,living,1.0,poi_2020
13503,production,1.0,poi_2020
2187,living,1.0,poi_2020
17985,production,1.0,poi_2020
12111,production,1.0,poi_2020
16188,production,1.0,poi_2020
493,production,1.0,poi_2020
10307,production,0.6,poi_2020
17003,living,1.0,poi_2020
4367,production,1.0,poi_2020
19328,production,1.0,poi_2020
6294,living,1.0,poi_2020
12740,living,1.0,poi_2020
6621,production,1.0,poi_2020
635,living,1.0,poi_2020
7954,production,1.0,poi_2020
9127,production,1.0,poi_2020
10127,production,1.0,poi_2020
1192,living,1.0,poi_2020
1507,production,1.0,poi_2020
1574,production,1.0,poi_2020
1945,production,0.6,poi_2020
6475,production,0.6,poi_2020
18711,production,1.0,poi_2020
6045,living,1.0,poi_2020
6609,production,1.0,poi_2020
12838,production,1.0,poi_2020
16685,production,1.0,poi_2020
12747,living,1.0,poi_2020
17531,living,1.0,poi_2020
2107,production,1.0,poi_2020
5805,production,0.6,poi_2020
17845,living,0.6,poi_2020
304,living,1.0,poi_2020
18603,production,1.0,poi_2020
2028,production,0.6,poi_2020
2528,living,0.6,poi_2020
833,production,1.0,poi_2020
15403,production,1.0,poi_2020
10690,living,1.0,poi_2020
11823,production,0.6,poi_2020
15176,living,0.6,poi_2020
4598,production,1.0,poi_2020
14277,living,1.0,poi_2020
11031,production,1.0,poi_2020
7764,living,1.0,poi_2020
368,production,1.0,poi_2020
8160,production,1.0,poi_2020
8625,living,0.6,poi_2020
3148,production,1.0,poi_2020
9342,production,1.0,poi_2020
861,living,0.6,poi_2020
5458,production,0.6,poi_2020
13483,living,0.6,poi_2020
3274,production,1.0,poi_2020
3071,living,1.0,poi_2020
5480,production,0.6,poi_2020
9299,production,1.0,poi_2020
7808,living,1.0,poi_2020
6246,production,1.0,poi_2020
4098,production,1.0,poi_2020
1833,production,1.0,poi_2020
14670,production,0.6,poi_2020
15519,production,0.6,poi_2020
748,production,1.0,poi_2020
1017,production,1.0,poi_2020
4793,living,1.0,poi_2020
19345,living,1.0,poi_2020
10869,production,0.6,poi_2020
1655,production,1.0,poi_2020
5162,production,0.6,poi_2020
15490,production,1.0,poi_2020
17693,living,1.0,poi_2020
1049,living,1.0,poi_2020
9102,production,0.6,poi_2020
14464,production,0.6,poi_2020
1184,living,0.6,poi_2020
14185,production,0.6,poi_2020
18831,production,0.6,poi_2020
4756,production,1.0,poi_2020
2192,living,0.6,poi_2020
17378,living,0.6,poi_2020
2479,production,0.6,poi_2020
8582,living,0.6,poi_2020
5802,living,0.6,poi_2020
18425,production,0.6,poi_2020
3261,production,0.6,poi_2020
19570,living,0.6,poi_2020
3584,living,0.6,poi_2020
13159,living,1.0,poi_2020
2015,living,0.6,poi_2020
9962,production,0.6,poi_2020
7001,living,0.6,poi_2020
17209,living,0.6,poi_2020
8172,living,1.0,poi_2020
6623,living,1.0,poi_2020
16720,living,0.6,poi_2020
17061,living,1.0,poi_2020
14095,living,0.6,poi_2020
10373,living,0.6,poi_2020
12491,living,0.6,poi_2020
12180,living,0.6,poi_2020
12294,living,1.0,poi_2020
4349,living,1.0,poi_2020
18017,living,1.0,poi_2020
14498,living,0.6,poi_2020
14989,living,0.6,poi_2020
12372,living,0.6,poi_2020
12757,living,0.6,poi_2020
1499,living,1.0,poi_2020
1562,living,1.0,poi_2020
17597,living,1.0,poi_2020
7515,living,0.6,poi_2020
15717,living,1.0,poi_2020
11869,living,0.6,poi_2020
9148,living,1.0,poi_2020
14250,living,0.6,poi_2020
10392,living,0.6,poi_2020
3037,living,0.6,poi_2020
13237,living,0.6,poi_2020
4146,living,1.0,poi_2020
18436,production,1.0,poi_2020
2592,production,1.0,poi_2020
9365,production,1.0,poi_2020
7027,production,1.0,poi_2020
3004,production,1.0,poi_2020
19085,production,1.0,poi_2020
1446,production,1.0,poi_2020
10012,production,1.0,poi_2020
15344,production,1.0,poi_2020
11997,living,1.0,poi_2020
784,living,1.0,poi_2020
4856,production,1.0,poi_2020
10089,production,1.0,poi_2020
17674,living,1.0,poi_2020
11784,production,1.0,poi_2020
14997,production,1.0,poi_2020
708,production,1.0,poi_2020
6497,production,1.0,poi_2020
7100,production,1.0,poi_2020
15571,production,1.0,poi_2020
16848,production,1.0,poi_2020
4121,production,1.0,poi_2020
5221,living,1.0,poi_2020
4950,living,1.0,poi_2020
8524,production,1.0,poi_2020
770,production,1.0,poi_2020
5265,production,1.0,poi_2020
16350,production,1.0,poi_2020
19428,production,1.0,poi_2020
4452,production,1.0,poi_2020
5985,living,1.0,poi_2020
16519,production,1.0,poi_2020
11583,production,1.0,poi_2020
19336,production,1.0,poi_2020
900,living,1.0,poi_2020
2020,production,1.0,poi_2020
6440,living,1.0,poi_2020
12095,production,1.0,poi_2020
14086,living,1.0,poi_2020
5930,living,1.0,poi_2020
15760,living,0.6,poi_2020
3446,production,1.0,poi_2020
7854,living,1.0,poi_2020
11950,production,1.0,poi_2020
14879,production,1.0,poi_2020
15902,production,1.0,poi_2020
17890,production,1.0,poi_2020
17838,production,1.0,poi_2020
6379,living,0.6,poi_2020
17908,production,1.0,poi_2020
14717,production,1.0,poi_2020
8481,living,1.0,poi_2020
19039,production,1.0,poi_2020
1866,living,1.0,poi_2020
6011,production,0.6,poi_2020
9067,production,0.6,poi_2020
891,production,1.0,poi_2020
12344,production,1.0,poi_2020
12849,production,1.0,poi_2020
19294,production,1.0,poi_2020
14060,living,1.0,poi_2020
5771,living,0.6,poi_2020
4998,production,1.0,poi_2020
6178,production,1.0,poi_2020
9326,living,1.0,poi_2020
10588,production,0.6,poi_2020
10332,living,1.0,poi_2020
9354,living,1.0,poi_2020
14638,production,0.6,poi_2020
6193,production,1.0,poi_2020
10250,production,1.0,poi_2020
2353,production,0.6,poi_2020
8622,production,1.0,poi_2020
11813,living,0.6,poi_2020
10877,living,1.0,poi_2020
16769,production,0.6,poi_2020
15338,production,1.0,poi_2020
10800,production,1.0,poi_2020
12923,living,0.6,poi_2020
14146,living,1.0,poi_2020
15026,living,0.6,poi_2020
2315,production,1.0,poi_2020
6750,production,1.0,poi_2020
18551,production,0.6,poi_2020
265,living,1.0,poi_2020
6693,production,1.0,poi_2020
13487,production,0.6,poi_2020
2945,production,0.6,poi_2020
2848,living,0.6,poi_2020
6833,living,0.6,poi_2020
16083,production,0.6,poi_2020
14287,living,0.6,poi_2020
9829,living,1.0,poi_2020
15611,production,1.0,poi_2020
12462,production,1.0,poi_2020
7093,living,1.0,poi_2020
2961,living,1.0,poi_2020
3220,living,0.6,poi_2020
9529,living,1.0,poi_2020
3133,production,0.6,poi_2020
1710,production,1.0,poi_2020
10070,production,1.0,poi_2020
672,production,1.0,poi_2020
3753,living,0.6,poi_2020
1635,production,1.0,poi_2020
8169,living,1.0,poi_2020
18472,living,0.6,poi_2020
19450,production,0.6,poi_2020
2480,living,0.6,poi_2020
5060,production,0.6,poi_2020
16051,living,1.0,poi_2020
2682,living,1.0,poi_2020
5477,living,0.6,poi_2020
10061,living,1.0,poi_2020
2359,production,0.6,poi_2020
848,production,1.0,poi_2020
18639,living,1.0,poi_2020
7013,production,0.6,poi_2020
11731,production,0.6,poi_2020
13873,living,1.0,poi_2020
2751,production,0.6,poi_2020
8231,production,1.0,poi_2020
16103,production,0.6,poi_2020
970,living,1.0,poi_2020
11647,living,0.6,poi_2020
5924,living,1.0,poi_2020
15206,production,0.6,poi_2020
2160,production,0.6,poi_2020
14042,production,0.6,poi_2020
5236,living,0.6,poi_2020
10140,living,1.0,poi_2020
17817,living,1.0,poi_2020
869,living,0.6,poi_2020
17206,living,0.6,poi_2020
18,living,1.0,poi_2020
12358,living,0.6,poi_2020
2974,living,1.0,poi_2020
14833,living,1.0,poi_2020
5974,living,0.6,poi_2020
8387,production,0.6,poi_2020
14876,living,1.0,poi_2020
9451,living,1.0,poi_2020
14257,living,0.6,poi_2020
16044,living,0.6,poi_2020
3400,living,0.6,poi_2020
4835,living,1.0,poi_2020
8565,living,0.6,poi_2020
11502,living,0.6,poi_2020
8621,living,0.6,poi_2020
14621,living,0.6,poi_2020
3804,production,1.0,poi_2020
17439,production,1.0,poi_2020
1930,production,1.0,poi_2020
8332,production,1.0,poi_2020
7853,production,1.0,poi_2020
10056,production,1.0,poi_2020
12736,production,1.0,poi_2020
1365,production,1.0,poi_2020
4019,production,1.0,poi_2020
16278,production,1.0,poi_2020
762,production,1.0,poi_2020
9021,production,1.0,poi_2020
10176,production,1.0,poi_2020
14408,production,1.0,poi_2020
11976,production,0.6,poi_2020
13481,production,1.0,poi_2020
13568,production,0.6,poi_2020
1522,production,1.0,poi_2020
10043,production,1.0,poi_2020
3075,production,1.0,poi_2020
8928,production,1.0,poi_2020
14398,living,1.0,poi_2020
8848,living,1.0,poi_2020
190,production,1.0,poi_2020
6613,production,1.0,poi_2020
19304,production,1.0,poi_2020
4427,production,1.0,poi_2020
4237,production,1.0,poi_2020
18087,production,1.0,poi_2020
14384,production,1.0,poi_2020
15295,production,1.0,poi_2020
11463,production,0.6,poi_2020
13359,production,1.0,poi_2020
5604,production,1.0,poi_2020
5227,production,1.0,poi_2020
4205,production,0.6,poi_2020
7135,production,0.6,poi_2020
15556,production,1.0,poi_2020
9519,living,1.0,poi_2020
6930,production,1.0,poi_2020
13746,production,1.0,poi_2020
16881,production,0.6,poi_2020
8331,living,0.6,poi_2020
14263,living,0.6,poi_2020
6851,production,1.0,poi_2020
8586,production,1.0,poi_2020
10135,living,1.0,poi_2020
12883,production,1.0,poi_2020
17155,production,1.0,poi_2020
13049,living,1.0,poi_2020
1097,living,1.0,poi_2020
470,production,1.0,poi_2020
5459,production,1.0,poi_2020
16731,production,1.0,poi_2020
4421,production,1.0,poi_2020
18614,living,0.6,poi_2020
1430,living,0.6,poi_2020
436,living,0.6,poi_2020
17411,living,0.6,poi_2020
4820,production,0.6,poi_2020
8357,production,0.6,poi_2020
11832,production,1.0,poi_2020
13269,living,1.0,poi_2020
18643,living,0.6,poi_2020
2129,production,1.0,poi_2020
12930,production,0.6,poi_2020
7161,production,1.0,poi_2020
13446,production,1.0,poi_2020
18340,living,1.0,poi_2020
132,production,1.0,poi_2020
12214,living,0.6,poi_2020
10015,production,1.0,poi_2020
15782,production,1.0,poi_2020
8430,production,1.0,poi_2020
12155,production,0.6,poi_2020
9719,production,0.6,poi_2020
1428,production,1.0,poi_2020
9460,living,1.0,poi_2020
14696,living,0.6,poi_2020
8429,production,0.6,poi_2020
5999,production,0.6,poi_2020
15433,living,0.6,poi_2020
10082,production,1.0,poi_2020
6081,living,0.6,poi_2020
17927,production,1.0,poi_2020
17479,production,1.0,poi_2020
3023,living,1.0,poi_2020
3677,living,1.0,poi_2020
6102,living,0.6,poi_2020
19075,production,1.0,poi_2020
5314,living,0.6,poi_2020
12608,living,0.6,poi_2020
12363,living,0.6,poi_2020
3645,production,0.6,poi_2020
18900,living,1.0,poi_2020
15185,living,0.6,poi_2020
14200,living,1.0,poi_2020
10208,living,1.0,poi_2020
10478,living,0.6,poi_2020
12237,living,0.6,poi_2020
5139,living,0.6,poi_2020
10609,production,0.6,poi_2020
2577,living,1.0,poi_2020
13954,production,0.6,poi_2020
6926,living,0.6,poi_2020
11527,living,0.6,poi_2020
14286,living,0.6,poi_2020
1667,living,1.0,poi_2020
16097,living,0.6,poi_2020
9868,production,0.6,poi_2020
11692,living,0.6,poi_2020
7826,living,1.0,poi_2020
1285,production,0.6,poi_2020
9562,living,0.6,poi_2020
2236,living,0.6,poi_2020
6651,living,0.6,poi_2020
8642,production,0.6,poi_2020
13601,living,0.6,poi_2020
10678,living,0.6,poi_2020
8327,living,0.6,poi_2020
11117,living,0.6,poi_2020
8359,living,0.6,poi_2020
19469,living,0.6,poi_2020
8927,living,0.6,poi_2020
8400,living,0.6,poi_2020
12938,living,0.6,poi_2020
4294,production,1.0,poi_2020
5231,production,1.0,poi_2020
18949,production,1.0,poi_2020
305,production,1.0,poi_2020
7848,production,1.0,poi_2020
5691,production,1.0,poi_2020
7198,production,1.0,poi_2020
14930,production,1.0,poi_2020
4925,production,1.0,poi_2020
16321,production,1.0,poi_2020
1478,production,1.0,poi_2020
4871,production,1.0,poi_2020
16218,production,1.0,poi_2020
9243,production,1.0,poi_2020
14129,living,1.0,poi_2020
10598,living,1.0,poi_2020
7295,production,1.0,poi_2020
18155,production,1.0,poi_2020
7229,production,1.0,poi_2020
8437,production,1.0,poi_2020
6862,production,1.0,poi_2020
12309,living,1.0,poi_2020
15356,production,1.0,poi_2020
5609,living,1.0,poi_2020
18255,production,0.6,poi_2020
8129,production,1.0,poi_2020
8162,production,1.0,poi_2020
10514,production,1.0,poi_2020
19598,production,1.0,poi_2020
1872,production,1.0,poi_2020
9054,production,1.0,poi_2020
4534,production,1.0,poi_2020
14676,living,1.0,poi_2020
2851,production,1.0,poi_2020
637,production,0.6,poi_2020
5780,production,1.0,poi_2020
7160,production,1.0,poi_2020
15992,production,1.0,poi_2020
6779,production,1.0,poi_2020
411,production,1.0,poi_2020
1366,production,0.6,poi_2020
3062,production,0.6,poi_2020
17471,production,1.0,poi_2020
11029,production,1.0,poi_2020
729,production,0.6,poi_2020
12162,production,1.0,poi_2020
15626,production,0.6,poi_2020
16942,living,1.0,poi_2020
365,living,1.0,poi_2020
7849,production,1.0,poi_2020
10071,production,0.6,poi_2020
1229,living,0.6,poi_2020
16655,production,1.0,poi_2020
7205,production,0.6,poi_2020
10148,production,1.0,poi_2020
13311,production,1.0,poi_2020
13789,living,0.6,poi_2020
16562,production,0.6,poi_2020
6459,living,0.6,poi_2020
6479,living,0.6,poi_2020
12216,production,1.0,poi_2020
6093,living,0.6,poi_2020
9947,production,0.6,poi_2020
8926,production,1.0,poi_2020
6458,production,0.6,poi_2020
19524,living,1.0,poi_2020
7612,living,1.0,poi_2020
7212,production,1.0,poi_2020
3544,production,0.6,poi_2020
8330,production,0.6,poi_2020
14114,production,0.6,poi_2020
4610,living,0.6,poi_2020
6911,production,0.6,poi_2020
837,production,0.6,poi_2020
12097,living,1.0,poi_2020
15932,production,0.6,poi_2020
13859,living,0.6,poi_2020
17822,living,0.6,poi_2020
1666,production,0.6,poi_2020
9610,living,0.6,poi_2020
5688,living,0.6,poi_2020
8171,living,1.0,poi_2020
11972,living,1.0,poi_2020
16584,living,1.0,poi_2020
525,living,0.6,poi_2020
12799,living,0.6,poi_2020
16578,living,0.6,poi_2020
18917,living,0.6,poi_2020
546,living,1.0,poi_2020
12108,living,0.6,poi_2020
17386,production,0.6,poi_2020
11403,living,0.6,poi_2020
3541,living,0.6,poi_2020
13741,living,0.6,poi_2020
8353,living,1.0,poi_2020
11544,production,1.0,poi_2020
11634,production,1.0,poi_2020
14907,living,1.0,poi_2020
11213,production,1.0,poi_2020
4751,production,1.0,poi_2020
12013,production,1.0,poi_2020
17012,production,1.0,poi_2020
6101,production,1.0,poi_2020
5410,production,1.0,poi_2020
13706,production,1.0,poi_2020
664,living,1.0,poi_2020
3814,production,1.0,poi_2020
4759,production,1.0,poi_2020
1984,production,1.0,poi_2020
6637,production,1.0,poi_2020
16011,production,1.0,poi_2020
534,production,1.0,poi_2020
14874,living,1.0,poi_2020
8133,living,1.0,poi_2020
8071,production,1.0,poi_2020
7120,production,1.0,poi_2020
6941,production,1.0,poi_2020
5705,living,0.6,poi_2020
11970,production,1.0,poi_2020
14708,production,1.0,poi_2020
14495,production,0.6,poi_2020
11112,production,1.0,poi_2020
9157,production,0.6,poi_2020
6171,living,0.6,poi_2020
11903,production,0.6,poi_2020
15968,production,1.0,poi_2020
9315,production,0.6,poi_2020
3189,production,1.0,poi_2020
19449,production,0.6,poi_2020
18743,production,1.0,poi_2020
3045,production,1.0,poi_2020
8515,production,1.0,poi_2020
10402,production,1.0,poi_2020
17774,production,0.6,poi_2020
11364,production,1.0,poi_2020
10982,living,0.6,poi_2020
14101,production,0.6,poi_2020
11739,production,0.6,poi_2020
1336,production,1.0,poi_2020
15415,production,0.6,poi_2020
5926,production,1.0,poi_2020
7058,production,1.0,poi_2020
1863,production,1.0,poi_2020
5662,production,0.6,poi_2020
5859,production,0.6,poi_2020
17417,production,0.6,poi_2020
18053,production,1.0,poi_2020
2087,production,0.6,poi_2020
16023,production,0.6,poi_2020
1380,production,0.6,poi_2020
391,production,0.6,poi_2020
18252,production,0.6,poi_2020
8229,production,0.6,poi_2020
14625,production,0.6,poi_2020
2981,production,0.6,poi_2020
18854,production,0.6,poi_2020
14057,living,0.6,poi_2020
9181,living,0.6,poi_2020
12128,production,0.6,poi_2020
15046,living,0.6,poi_2020
2303,living,0.6,poi_2020
7642,living,0.6,poi_2020
9544,living,0.6,poi_2020
2073,living,0.6,poi_2020
5440,living,0.6,poi_2020
6252,living,0.6,poi_2020
13574,production,1.0,poi_2020
4680,production,1.0,poi_2020
7200,production,1.0,poi_2020
11367,production,1.0,poi_2020
15929,production,1.0,poi_2020
2290,living,1.0,poi_2020
16958,production,1.0,poi_2020
19267,production,1.0,poi_2020
3979,production,1.0,poi_2020
5090,production,1.0,poi_2020
2744,living,0.6,poi_2020
11536,living,1.0,poi_2020
15496,production,1.0,poi_2020
7112,production,1.0,poi_2020
12702,production,1.0,poi_2020
17715,living,1.0,poi_2020
16182,production,1.0,poi_2020
653,production,1.0,poi_2020
10434,production,1.0,poi_2020
13053,production,1.0,poi_2020
112,production,1.0,poi_2020
14236,production,1.0,poi_2020
14545,production,1.0,poi_2020
11173,production,0.6,poi_2020
6957,production,0.6,poi_2020
16142,living,0.6,poi_2020
385,production,0.6,poi_2020
19540,production,1.0,poi_2020
13214,production,1.0,poi_2020
5341,production,0.6,poi_2020
15289,production,1.0,poi_2020
1542,living,0.6,poi_2020
15323,living,1.0,poi_2020
5789,living,0.6,poi_2020
12356,living,0.6,poi_2020
17518,production,0.6,poi_2020
3509,production,0.6,poi_2020
9184,living,0.6,poi_2020
3987,production,0.6,poi_2020
16247,production,1.0,poi_2020
2299,living,0.6,poi_2020
19457,living,0.6,poi_2020
4671,production,1.0,poi_2020
16656,production,0.6,poi_2020
1753,production,0.6,poi_2020
13614,production,0.6,poi_2020
443,living,0.6,poi_2020
13532,production,0.6,poi_2020
1208,living,0.6,poi_2020
19462,living,1.0,poi_2020
3270,living,0.6,poi_2020
11667,living,0.6,poi_2020
2581,living,0.6,poi_2020
5241,living,1.0,poi_2020
4481,living,0.6,poi_2020
8466,living,0.6,poi_2020
8739,living,0.6,poi_2020
2283,production,1.0,poi_2020
11937,production,1.0,poi_2020
6483,production,1.0,poi_2020
6799,production,1.0,poi_2020
11255,production,1.0,poi_2020
2686,production,1.0,poi_2020
6891,production,1.0,poi_2020
7028,production,1.0,poi_2020
2522,living,0.6,poi_2020
8150,production,1.0,poi_2020
12758,production,1.0,poi_2020
13623,production,1.0,poi_2020
1937,production,1.0,poi_2020
13367,production,1.0,poi_2020
12103,production,1.0,poi_2020
2489,production,1.0,poi_2020
12888,living,1.0,poi_2020
236,production,1.0,poi_2020
15321,production,1.0,poi_2020
16159,production,0.6,poi_2020
11442,production,0.6,poi_2020
11017,production,0.6,poi_2020
8276,production,0.6,poi_2020
8596,production,1.0,poi_2020
8078,production,1.0,poi_2020
1036,production,1.0,poi_2020
14809,production,1.0,poi_2020
440,production,1.0,poi_2020
18570,production,1.0,poi_2020
17533,production,1.0,poi_2020
3892,living,0.6,poi_2020
18696,living,0.6,poi_2020
15358,production,1.0,poi_2020
13609,production,0.6,poi_2020
7202,production,0.6,poi_2020
5106,production,0.6,poi_2020
4720,production,0.6,poi_2020
16624,production,1.0,poi_2020
13282,living,0.6,poi_2020
5354,production,0.6,poi_2020
1144,living,0.6,poi_2020
1977,living,0.6,poi_2020
580,living,0.6,poi_2020
5048,production,0.6,poi_2020
11361,living,0.6,poi_2020
19167,living,0.6,poi_2020
8391,production,0.6,poi_2020
19520,production,1.0,poi_2020
4234,living,0.6,poi_2020
14629,living,0.6,poi_2020
5851,living,0.6,poi_2020
12900,living,1.0,poi_2020
14497,living,0.6,poi_2020
7565,production,1.0,poi_2020
7728,production,1.0,poi_2020
4236,production,1.0,poi_2020
7586,production,1.0,poi_2020
16967,production,1.0,poi_2020
2372,production,1.0,poi_2020
15180,production,1.0,poi_2020
17897,production,1.0,poi_2020
19565,production,1.0,poi_2020
16177,production,0.6,poi_2020
2163,production,1.0,poi_2020
13618,production,1.0,poi_2020
3171,production,0.6,poi_2020
2017,production,1.0,poi_2020
7776,production,1.0,poi_2020
7772,production,1.0,poi_2020
19187,production,0.6,poi_2020
7242,production,1.0,poi_2020
127,production,1.0,poi_2020
7938,living,1.0,poi_2020
8269,production,1.0,poi_2020
8954,production,1.0,poi_2020
17913,production,1.0,poi_2020
677,production,0.6,poi_2020
